title,contributor,issued,format,fulltext_url,trove_url,trove_id,fulltext_url_type
Annual review (Online),New South Wales. Supreme Court,1989-2021,"Government publication | Periodical | Periodical/Journal, magazine, other | Archived website | Microform",https://nla.gov.au/nla.obj-2627297447,https://trove.nla.gov.au/work/6147552,nla.obj-2627297447,edeposit
Albany Summer School,Albany Summer School,1900-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2536259363,https://trove.nla.gov.au/work/6148068,nla.obj-2536259363,edeposit
"Rugby League news (Sydney, N.S.W.)",New South Wales Rugby Football League,1920-1973,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-598579045,https://trove.nla.gov.au/work/6193573,nla.obj-598579045,digitised
AACRDE report / Australian Advisory Committee on Research and Development in Education,Australia. Advisory Committee on Research and Development in Education,1973-1976,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-1284551020,https://trove.nla.gov.au/work/6205336,nla.obj-1284551020,digitised
"The Tasmanian journal of natural science, agriculture, statistics, etc","Royal Society of Van Diemen's Land for Horticulture, Botany, and the Advancement of Science",1842-2021,"Periodical | Periodical/Journal, magazine, other | Microform",https://nla.gov.au/nla.obj-1398693046,https://trove.nla.gov.au/work/6212677,nla.obj-1398693046,digitised
Der Kamp Spiegel,,1916-1918,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-13873665,https://trove.nla.gov.au/work/6219019,nla.obj-13873665,digitised
Kampspiegel Monatshefte : illustrierte zeitschrift fur die Kriegsgefangenen in Australien,,1918,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-25844222,https://trove.nla.gov.au/work/6219224,nla.obj-25844222,digitised
Tasmanian Land for Wildlife newsletter,Land for Wildlife Scheme (Tasmania),1999-2007,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-1838211697,https://trove.nla.gov.au/work/6222866,nla.obj-1838211697,edeposit
Report (Australia. Atomic Weapons Tests Safety Committee),Australia. Atomic Weapons Tests Safety Committee,1971-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-829792273,https://trove.nla.gov.au/work/6223219,nla.obj-829792273,digitised
Australia's population trends and prospects / Department of Immigration and Ethnic Affairs,Australia. Bureau of Immigration Research,1984-2021,"Periodical | Periodical/Journal, magazine, other | Government publication",https://nla.gov.au/nla.obj-1660140740,https://trove.nla.gov.au/work/6230237,nla.obj-1660140740,digitised
Newsletter (Richmond & Burnley Historical Society : Online),Richmond & Burnley Historical Society,1998-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-535566832,https://trove.nla.gov.au/work/6264345,nla.obj-535566832,edeposit
Report / Department of the Environment and Conservation,Australia. Department of Environment and Conservation,1974,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2012672606,https://trove.nla.gov.au/work/6294476,nla.obj-2012672606,digitised
Occupational pamphlet : prepared for the guidance of service men and women who are returning to civil life / by the Ministry of Post-War Reconstruction in collaboration with the Department of Labour and National Service,Australia. Department of Labour and National Service,1946,"Government publication | Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-964915858,https://trove.nla.gov.au/work/6309280,nla.obj-964915858,digitised
"Report on proposals for variations of the plan of the layout of the city of Canberra and its environs / Parliament of the Commonwealth of Australia, Joint Committee on the Australian Capital Territory",Australia. Parliament. Joint Committee on the Australian Capital Territory,1920-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-1108167744,https://trove.nla.gov.au/work/6309673,nla.obj-1108167744,digitised
Newsletter (Australian Garden History Society. Western Australian Branch),Australian Garden History Society. Western Australian Branch,1989-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2577264053,https://trove.nla.gov.au/work/6314958,nla.obj-2577264053,edeposit
Annual performance report / Australian National Training Authority,Australian National Training Authority,1994-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-1363775670,https://trove.nla.gov.au/work/6318136,nla.obj-1363775670,digitised
Statistical returns (Elections),Commonwealth Electoral Office (Australia),1900-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-1883865350,https://trove.nla.gov.au/work/6326109,nla.obj-1883865350,digitised
Van Diemen's Land temperance herald : for domestic and foreign intelligence,,1845,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-1395873624,https://trove.nla.gov.au/work/6334169,nla.obj-1395873624,digitised
The true Catholic ; or Tasmanian evangelical miscellany,,1800,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-1395584280,https://trove.nla.gov.au/work/6335780,nla.obj-1395584280,digitised
Cradle Coast cultural audit and directory (Online),Cradle Coast Authority (Tas.),2003-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-1382305427,https://trove.nla.gov.au/work/6346369,nla.obj-1382305427,edeposit
Il Mentore Cristiano per la gioventu,,1800-2021,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-60916156,https://trove.nla.gov.au/work/6359937,nla.obj-60916156,digitised
"Grand Anzac military tattoo, navy, army and air force : official programme",Returned Sailors' and Soldiers' Imperial League of Australia. New South Wales Branch,1900,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-7916702,https://trove.nla.gov.au/work/6361173,nla.obj-7916702,digitised
"Atlas (Sydney, N.S.W.)",,1844-1849,"Periodical | Book/Illustrated | Microform | Periodical/Newspaper | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2578144049,https://trove.nla.gov.au/work/6361609,nla.obj-2578144049,digitised
Estimates of expenditure... : explanatory statement prepared by direction of the Minister for Defence / Department of Defence,Australia. Department of Defence,1900-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2610683951,https://trove.nla.gov.au/work/6385191,nla.obj-2610683951,digitised
South Australian Odd Fellows' magazine,,1843,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2343729237,https://trove.nla.gov.au/work/6388747,nla.obj-2343729237,other
Corporate plan / Department of the Prime Minister and Cabinet,Australia. Department of the Prime Minister and Cabinet,1991-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2843793326,https://trove.nla.gov.au/work/6392935,nla.obj-2843793326,edeposit
Financial report for the State of Victoria,Victoria. Department of Treasury and Finance,1995-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-359566694,https://trove.nla.gov.au/work/6398208,nla.obj-359566694,edeposit
"Liberty (Sydney, N.S.W.)",,1932-1934,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-760289107,https://trove.nla.gov.au/work/6399562,nla.obj-760289107,digitised
Fisher's colonial magazine and commercial maritime journal,"Martin, Robert Montgomery, 1803?-1868",1842-1990,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-1401805785,https://trove.nla.gov.au/work/6401195,nla.obj-1401805785,digitised
Arden's Sydney magazine of politics and general literature / edited by George Arden,"Arden, George",1843,"Periodical | Periodical/Journal, magazine, other | Microform",https://nla.gov.au/nla.obj-1389641038,https://trove.nla.gov.au/work/6401983,nla.obj-1389641038,digitised
Yearbook / Queensland Academy of Sport,Queensland Academy of Sport,1900-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2312929725,https://trove.nla.gov.au/work/6407141,nla.obj-2312929725,edeposit
Colonization circular / issued by Her Majesty's Colonial Land and Emigration Commissioners,Great Britain. Colonial Land and Emigration Commission,1843-2021,"Periodical | Periodical/Journal, magazine, other | Government publication | Microform",https://nla.gov.au/nla.obj-1414189826,https://trove.nla.gov.au/work/6407936,nla.obj-1414189826,digitised
"Report of the Minister for Social Welfare on the working of the Aborigines Act, 1969",New South Wales. Department of Child Welfare and Social Welfare,1969-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2136577034,https://trove.nla.gov.au/work/6425481,nla.obj-2136577034,digitised
[Report in respect of the six months ended ...] / Prices Justification Tribunal,Australia. Prices Justification Tribunal,1976,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-1284567405,https://trove.nla.gov.au/work/6427213,nla.obj-1284567405,digitised
Supplementary financial statements of the Department of Finance for the year ended 30 June ..,Australia. Department of Finance,1900-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2045107008,https://trove.nla.gov.au/work/6466601,nla.obj-2045107008,digitised
Business of the Senate and its committees / the Senate,Australia. Parliament. Senate,1981-1987,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-1098062131,https://trove.nla.gov.au/work/6466619,nla.obj-1098062131,digitised
Business of the Senate and its committees / the Senate,Australia. Parliament. Senate,1981-1987,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-1905587144,https://trove.nla.gov.au/work/6466619,nla.obj-1905587144,digitised
Business of the Senate (1987),Australia. Parliament. Senate,1900-2021,"Periodical | Periodical/Journal, magazine, other | Government publication",https://nla.gov.au/nla.obj-742295733,https://trove.nla.gov.au/work/6466623,nla.obj-742295733,digitised
Business of the Senate (1987),Australia. Parliament. Senate,1900-2021,"Periodical | Periodical/Journal, magazine, other | Government publication",https://nla.gov.au/nla.obj-1598368654,https://trove.nla.gov.au/work/6466623,nla.obj-1598368654,digitised
Report ... on special assistance for states / Commonwealth Grants Commission,Commonwealth Grants Commission (Australia),1900-1982,"Periodical | Periodical/Journal, magazine, other | Government publication",https://nla.gov.au/nla.obj-1597256783,https://trove.nla.gov.au/work/6466722,nla.obj-1597256783,digitised
"International guide / Charles Sturt University, Australia",Charles Sturt University,1980-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2579150632,https://trove.nla.gov.au/work/6468728,nla.obj-2579150632,edeposit
"Odd fellows' magazine (Adelaide, S. Aust.)","Moffitt, William, 1802-1874",1843-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2343729079,https://trove.nla.gov.au/work/6476266,nla.obj-2343729079,other
Newsletter (Camperdown & District Historical Society (Vic.) : Online),Camperdown & District Historical Society,1990-2021,"Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-505653311,https://trove.nla.gov.au/work/6478103,nla.obj-505653311,edeposit
Bush fire bulletin (1978),Bush Fire Council of New South Wales,1952-2021,"Periodical | Periodical/Journal, magazine, other | Government publication",http://nla.gov.au/nla.obj-284265362,https://trove.nla.gov.au/work/6484620,nla.obj-284265362,digitised
Bush fire bulletin (1978),Bush Fire Council of New South Wales,1952-2021,"Periodical | Periodical/Journal, magazine, other | Government publication",http://nla.gov.au/nla.obj-284283986,https://trove.nla.gov.au/work/6484620,nla.obj-284283986,digitised
Report for the period ended 30th June ... / Commonwealth Government Small Arms Factory,"Small Arms Factory (Lithgow, N.S.W.)",1913,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2531681020,https://trove.nla.gov.au/work/6498398,nla.obj-2531681020,digitised
Report for year ended 30th June ... / Commonwealth Government Clothing Factory,Australian Government Clothing Factory,1913-1916,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-2518706646,https://trove.nla.gov.au/work/6498415,nla.obj-2518706646,digitised
Journal and proceedings (Royal Australian Historical Society),Royal Australian Historical Society,1900-2021,"Periodical | Periodical/Journal, magazine, other",http://nla.gov.au/nla.obj-579216301,https://trove.nla.gov.au/work/6501873,nla.obj-579216301,other
Report on the Brisbane Botanic Garden,Brisbane Botanic Gardens,1861-2021,"Government publication | Periodical | Periodical/Journal, magazine, other",https://nla.gov.au/nla.obj-1305570069,https://trove.nla.gov.au/work/6511420,nla.obj-1305570069,digitised
The Colonial magazine and East India review,"Kingston, William Henry Giles, 1814-1880",1849-2021,"Periodical | Periodical/Journal, magazine, other | Microform",https://nla.gov.au/nla.obj-1424886159,https://trove.nla.gov.au/work/6511508,nla.obj-1424886159,digitised
